"Rank","Song","Artist","Year","Lyrics","Source"
10,"blaze of glory","jon bon jovi",1990," i wake up in the morning and i raise my weary head ive got an old coat for a pillow and the earth was last nights bed i dont know where im going only god knows where ive been im a devil on the run a six gun lover a candle in the windwhen youre brought into this world they say youre born in sin well at least they gave me something i didnt have to steal or have to win well they tell me that im wanted yeah im a wanted man im a colt in your stable im what cain was to abel mister catch me if you canim going out in a blaze of glory take me now but know the truth im going out in a blaze of glory lord i never drew first but i drew first blood im no ones son call me young gunyou ask about my conscience and i offer you my soul you ask if ill grow to be a wise man well i ask if ill grow old you ask me if ive known love and what its like to sing songs in the rain well ive seen love come and ive seen it shot down ive seen it die in vainshot down in a blaze of glory take me now but know the truth cause im going down in a blaze of glory lord i never drew first but i drew first blood im the devils son call me young gunsoloeach night i go to bed i pray the lord my soul to keep no i aint looking for forgiveness but before im six foot deep lord i got to ask a favor and hope youll understand cause ive lived life to the fullest let this boy die like a man staring down a bullet let me make my final standshot down in a blaze of glory take me now but know the truth im going out in a blaze of glory lord i never drew first but i drew first blood and im no ones son call me young gun im a young gun ",1
11,"do me","bell biv devoe",1990," do me baby do do do do me baby do me baby do me babytake a look at me tell me do you like what you see do you think you can do you think you can do mekiss me pretty baby touch me all over girl what makes you think you can do with medo you think you think you can do do do do do medo me baby do me baby do me baby do me babygirl let your hair down take off your clothes and leave on your shoes would you mind if i looked at you for a moment before i make sweet lovebackstage under age adolescent how ya doin fine she replied i sighed i like to do the wild thingaction took place kinda wet dont forget the j the i the m the m the y yall i need a body bagdo me baby do me baby do me baby do me babyyou can do me in the morning you can do me in the nightyou can do me in the morning you can do me in the nightdo me babythe time was 6 oclock on the swatch watch no time to chill got a date cant be latethe girl is gonna do me move to the jacuzzi that booty smack it up flip it rub it down oh nodo me baby do me baby do me baby do me babydo me baby do me baby do me baby do me babyyou can do me in the morning you can do me in the night you can do me when you wanna do meyou can do me in the morning you can do me in the night you can do me when you wanna do medo me baby do me baby do me baby do me baby do me baby do me babyyou can do me in the morning you can do me in the night you can do me when you wanna do meyou can do me in the morning you can do me in the night you can do me when you wanna do medo me baby do me babyyou can do me in the morning you can do me in the night you can do me when you wanna do me ",1
12,"how am i supposed to live without you","michael bolton",1990," i could hardly believe it when i heard the news today i had to come and get it straight from youthey said you were leavin someones swept your heart away from the look upon your face i see its trueso tell me all about it tell me bout the plans youre makin tell me one thing more before i gotell me how am i suppose to live without you now that ive been lovin you so long how am i suppose to live without you and how am i suppose to carry on when all that ive been livin for is gonei didnt come here for cryin didnt come here to break down its just a dream of mine is coming to an endand how can i blame you when i build my world around the hope that one day wed be so much more than friendsand i dont wanna know the price im gonna pay for dreaming even now its more than i can taketell me how am i suppose to live without you now that ive been lovin you so long how am i suppose to live without you and how am i suppose to carry on when all that ive been livin for is goneand i dont wanna face the price im gonna pay for dreaming now that your dream has come truetell me how am i suppose to live without you now that ive been lovin you so long how am i suppose to live without you and how am i suppose to carry on when all that ive been livin for is gone ",1
13,"pump up the jam","technotronic featuring felly",1990," pump up the jam pump it up while you feet are stompin and the jam is pumpin look at here the crowd is jumpin pump it up a little more get the party going on the dance floor seek us thats where the partys at and youll find out if youre too badi dont want a place to stay get your booty on the floor tonight make my day i dont want a place to stay get your booty on the floor tonight make my daymake my day make my day make my day make my daypump up the jam pump it up while you feet are stompin and the jam is pumpin look at here the crowd is jumpin pump it up a little more get the party going on the dance floor seek us thats where the partys at and youll find out if youre too badi dont want a place to stay get your booty on the floor tonight make my day i dont want a place to stay get your booty on the floor tonight make my daymake my day make my make my make make my day make my day make my day make my make my make make my daypump up the jam pump it up a pump it up yo pump it pump up the jam pump it up a pump it up yo pump it pump up the jam pump it pump it up yo pump it pump up the jam pump it pump it pump it pump itpump up the jam pump up the jam pump up the jam pump it up pump it pump it pump it pump up the jam pump up the jam pump up the jam pump it pump it pump it pump itpump up the jam pump it up while you feet are stompin and the jam is pumpin look at here the crowd is jumpin pump it up a little more get the party going on the dance floor seek us thats where the partys at and youll find out if youre too badi dont want a place to stay get your booty on the floor tonight make my day i dont want a place to stay get your booty on the floor tonight make my daypump up the jam pump it up a pump it up yo pump it pump up the jam pump it up a pump it up yo pump it pump up the jam pump it pump it up yo pump it pump up the jam pump it pump it pump it pump itpump up the jam pump it up a pump it up yo pump it pump up the jam pump it up a pump it up yo pump it pump up the jam pump it pump it up yo pump it pump up the jam pump it pump it pump it pump it up pump it upmake my day make my day make my make my make make my day make my day make my day make my make my make make my day yoi dont want a place to stay get your booty on the floor tonight make my day i dont want a place to stay get your booty on the floor tonight make my dayi dont want a place to stay get your booty on the floor tonight make my day i dont want a place to stay get your booty on the floor tonight make my day ",1
14,"opposites attract","paula abdul and the wild pair",1990," im mc kat on the rap so mic it heres a little story and youre sure to like it swift and sly and im playing it cool with my home girl paula abdulbaby seems we never ever agree you like the movies and i like tv i take things serious and you take em light i go to bed early and i party all nightour friends are sayin we aint gonna last cuz i move slowly and baby im fast i like it quiet and i love to shout but when we get together it just all works outi take two steps forward i take two steps back we come together cuz opposites attract and you know it aint fiction just a natural fact we come together cuz opposites attractwhod a thought we could be lovers she makes the bed and he steals the covers she likes it neat and he makes a mess i take it easy baby i get obsessedshes got the money and hes always broke i dont like cigarettes i like to smoke things in common there just aint a one but when we get together we have nothin but funi take two steps forward two steps back we come together cuz opposites attract and you know it aint fiction just a natural fact we come together cuz opposites attract you know it baby babynothing in common but this trust im like a minus shes like a plus one going up one coming down but we seem to land on common ground when things go wrong we make corrections to keep things moving in the right direction try to fight it but im telling you jack its useless opposites attractbaby aint it somethin how we lasted this long you and me provin everyone wrong dont think well ever get our differences patched dont really matter cuz were perfectly matchedi take two steps forward i take two steps back we come together cuz opposites attract and you know it aint fiction just a natural fact we come together cuz opposites attracttwo steps forward two steps back we come together cuz opposites attract and you know it aint fiction just a natural fact we come together cuz opposites attracttwo steps forward two steps back we come together cuz opposites attract it aint fiction you know its a fact we come together cuz opposites attracttwo steps forward two steps back two steps back cuz opposites attract we come together we go together opposites i said opposites attract ",1
15,"escapade","janet jackson",1990," as i was walkin by saw you standin there with a smile lookin shy you caught my eye thought youd want to hang for a while well id like to be with you and you know its friday too i hope you can find the time this weekend to relax and unwindmy minds tired ive worked so hard all week cashed my check im ready to go i promise you ill show you such a good timecome on baby lets get away lets save our troubles for another day come go with me weve got it made let me take you on an escapade lets goescapade well have a good time escapade leave your worries behind escapade well you could be mine escapade an escapadeso dont hold back just have a good time yeah yeah well make the rules up as we go along and break them all if were not havin funcome on baby lets get away lets save our troubles for another day come go with me weve got it made let me take you on an escapadecome on baby lets get away lets save our troubles for another day come go with me weve got it made let me take you on an escapade lets goescapade well have a good time escapade leave your worries behind escapade well you could be mine escapade an escapademy minds tired ive worked worked so hard all week i just got paid weve got it made ready to go i promise you ill show you such a good timecome on baby lets get away lets save our troubles for another day come go with me weve got it made let me take you on an escapadecome on baby lets get away lets save our troubles for another day come go with me weve got it made let me take you on an escapade lets gocome on baby lets get away lets save our troubles for another day come go with me weve got it made let me take you on an escapade ",1
16,"all i wanna do is make love to you","heart",1990," it was a rainy night when he came into sight standing by the road no umbrella no coat so i pulled up along side and i offered him a ride he accepted with a smile so we drove for a whilei didnt ask him his name this lonely boy in the rain fate tell me its right is this love at first sight please dont make it wrong just stay for the nightall i want to do is make love to you say you will you want me to all i want to do is make love to you and those loving arms to hold on toso we found this hotel it was a place i knew well we made magic that night he did everything righthe brought the woman out of me too many times easily and in the mornin when we woke all id left him was a notei told him i am the flower you are the seed we walked in the garden we planted a tree dont try to find me please dont you dare just live in my memory youll always be thereall i want to do is make love to you one night of love was all we knew all i want to do is make love to you ive got lovin arms to hold on to ohyeah we made love love like strangers ill never know we made lovethen it happened one day we came round the same way you can imagine his surprise when he saw his own eyesi said please please understand im in love with another man and what he couldnt give me oh no was the one little thing that you canall i want to do is make love to you one night of love was all we knew all i want to do is make love to you cmon say you will youll hold me tooall i want to do is make love to you one night of love was all we knew all i want to do is make love to you say you will baby youll hold me tooall night long all night long all night longall i wanna do is all i wanna do all i wanna do all i wanna doall i wanna do is make love to you one night of love was all we knew all i wanna do is make love to you fades out ",1
17,"close to you","maxi priest",1990," she was a jezebel this brixton queen livin her life like a bad sweet dream tellin me lies when the truth was clear i think she knew what i wanted to hearspinnin around like a wheel on fire walkin the tightrope on loves highwire a fatal attraction is where im at theres no escapin mei just wanna be close to you and do all the things you want me to i just wanna be close to you and show you the way i feeli feel love when im lying in the midnight hour holding you just like a dream love is never what it seemswhen we touch and youre holdin me the way you do girl you make my dreams come true you make my dreams come truei just wanna be close to you and do all the things you want me to i just wanna be close to you and show you the way i feelshe was a gemini on the cusp of mars she holds me back but she goes too far windin me up just to let me down so emotional gagged and boundtheres more to this than meets the eye a devil woman locked inside with the formal risin i was scared i think i was possessedi just wanna be close to you and do all the things you want me to i just wanna be close to you and show you the way i feeli feel love everytime your bodys next to mine somethin deep inside of me wants to love you endlesslywhen we touch girl you dont know how it makes me feel i just cant believe its real i cant believe its reali just wanna be close to you and do all the things you want me to i just wanna be close to you and show you the way i feelshe had an attitude i cant explain you never know if youre in flame tying me up with elastic words im on a countdown till i get hurther blood was hot she burned so bright a neon sign there in the night its hard to say if i went too far my heart still bears a scari just wanna be close to you i just wanna be close to you i just wanna be close to youshe was a jezebel this brixton queen livin her life like a bad sweet dream tellin me lies when the truth was clear i think she knew what i wanted to hearspinnin around like a wheel on fire walkin the tightrope on loves highwire a fatal attraction is where im at theres no escapin mei wanna be close to you and do all the things you want me to i just wanna be close to you and show you the way i feeli just wanna be close to you and do all the things you want me to i just wanna be close to you and show you the way i feel ",1
18,"black velvet","alannah myles",1990," mississippi in the middle of a dry spell jimmy rogers on the victrola up high mamas dancin with baby on her shoulder the sun is settin like molasses in the sky the boy could sing knew how to move everything always wanting more hed leave you longing forblack velvet and that little boys smile black velvet with that slow southern style a new religion thatll bring ya to your knees black velvet if you pleaseup in memphis the musics like a heatwave white lightening bound to drive you wild mamas babys in the heart of every school girl love me tender leaves em cryin in the aisle the way he moved it was a sin so sweet and true always wanting more hed leave you longing forblack velvet and that little boys smile black velvet with that slow southern style a new religion thatll bring ya to your knees black velvet if you pleaseevery word of every song that he sang was for you in a flash he was gone it happened so soon what could you doblack velvet and that little boys smile black velvet with that slow southern style a new religion thatll bring ya to your knees black velvet if you pleaseblack velvet and that little boys smile black velvet with that slow southern style a new religion thatll bring ya to your knees black velvet if you please if you please if you please if you please ",1
19,"release me","wilson phillips",1990," i know that its time for a change mmm but when that change comes will it still feel the samehow many times have i tried to turn this love around i dont wanna give up but baby its time i had two feet on the ground can you release me can you release menow that youre gone i cant help myself from wondering ohh if youd have come down from your high would weve been all right release me can you release mecome on baby come on baby you knew it was time to just let go cause we wanna be free but somehow its just not that easycome on darlin hear me darlin cause youre a waste of time for me im trying to make you see that baby youve just got to release merelease me release meim not going back to you anymore finally my weakened heart is healing though very slow so stop coming around my door cause youre not gonna find what youre looking forohh come on baby come on baby you knew it was time to just let go cause we wanna be free somehow its just not that easyoh oh oh baby come on darlin now hear me darlin cause youre a waste of time for me im trying to make you see that baby youve just got to release menow tell me what is this power youve got on me what is this power ohhcome on baby come on baby you knew it was time to just let go cause we wanna be free but somehow its just not that easyoh oh oh oh baby come on darlin now hear me darlin cause youre a waste of time for me im trying to make you see that baby youve just got to release merelease me release me release me will you release me ahh release me release me will you release me ",1
20,"dont know much","linda ronstadt and aaron neville",1990," look at this face i know the years are showing look at this life i still dont know where its goingchorus i dont know much but i know i love you and that may be all i need to knowlook at these eyes they never see what matters look at these dreams so beat and so batteredchorus i dont know much but i know i love you that may be all i need to knowso many questions still left unanswered so much ive never broken through and when i feel you near me sometimes i see so clearly the only truth ill ever know is me and youlook at this man so blessed with inspiration look at this soul still searching for salvationchorus i dont know much but i know i love you and that may be all i need to knowinstrumentalchorus i dont know much but i know i love you that may be all i need to knowchorus i dont know much but i know i love you that may be all there is to know ",1
21,"all around the world","lisa stansfield",1990," i dont know where my baby is but ill find him somewhere somehow ive got to let him know how much i care ill never give up looking for my babybeen around the world and i i i i cant find my baby i dont know when i dont know why why hes gone away and i dont know where he can be my baby but im gonna find himwe had a quarrel and i let myself go i said so many things things he didnt know and i was oh oh so bad and i dont think hes comin back mm mmhe gave the reason the reasons he should go and he said so many things he never said before and he was oh oh so mad and i dont think hes comin comin backi did too much lyin wasted too much time now im here a cryin i i ibeen around the world and i i i i cant find my baby i dont know when i dont know why why hes gone away and i dont know where he can be my baby but im gonna find himso open hearted he never did me wrong i was the one the weakest one of all and now im oh oh so sad and i dont think hes comin back comin backi did too much lyin wasted too much time now im here a cryin i i ibeen around the world and i i i i cant find my baby i dont know when i dont know why why hes gone away and i dont know where he can be my baby but im gonna find himbeen around the world and i i i i cant find my baby i dont know when i dont know why why hes gone away and i dont know where he can be my baby but im gonna find him im gonna find him my babyi did too much lyin wasted too much time now im here a cryin i i ibeen around the world and i i i i cant find my baby i dont know when i dont know why why hes gone away and i dont know where he can be my baby but im gonna find himive been around the world lookin from my baby been around the world and im gonna im gonna find himbeen around the world and i i i i cant find my baby i dont know when i dont know why why hes gone away and i dont know where he can be my baby but im gonna find him ",1
22,"i wanna be rich","calloway",1990," imagine cash cold thats what i needthese bill collectors they ring my phone ringaling ringaling they bother me when im not at home aint go no time to be fooling round feet hit the floor then i get on down you seei want money lots and lots of money i want the pie in the sky i want money lots and lots of money so dont be asking me whyi wanna be rich ohh i wanna be rich ohh i wanna be rich ohh i wanna be rich for a little love peace and happinessi want my cake wanna eat it too i want the stars and the silver moon i spend my money on lottery my favorite number is 1 2 3 you seei want money lots and lots of money i want the pie in the sky i want money lots and lots of money so dont be asking me whyi wanna be rich ohh i wanna be rich ohh i wanna be rich ohh i wanna be rich for a little love peace and happiness every way rich love peace and happinessi want all the things that lovers do a pocketful of dreams come true these are things you can not find thatll keep you satisfied and richhere is what your gonna do say oh i say uh uh got to be baby i just wanna be rich i just wanna because baby i want money lots and lots of money i want the pie in the sky i want money lots and lots of money so dont be asking me whyi wanna be rich i wanna be rich i wanna be rich i wanna be rich for a little love peace and happinessplay baby there is lots and lots for everyone i wanna be rich i wanna be rich be rich ",1
23,"rub you the right way","johnny gill",1990," pump up the bass hey pump up the bass pump pump up the bass pump up the bass pumppumppump pumppumppumppumpwhat youve been missin in a man i can survive your wish is my command ill work hard to fill up your needs give you lesson on what it is tofeel feel good good baby get undressed and slip on this robe re re lax lax darlin just sit backcan you feel the magic in my hands when i touch and rub you the right way stroke applied with tenderness when i hold and rub you the right waya light massage a soft caress whenever i need to rub i run her happiness customer satisfaction is a guarantee so for your pleasure come on over here pleaseyou hey so hold on and throw off that coat show show you ill show you pleasure like youve never knowncan you feel the magic in my hands when i touch and rub you the right way stroke applied with tenderness when i hold and rub you the right wayfeel the magic in my hands when i touch and rub you the right way stroke applied with tenderness when i hold and rub you the right waypump up the bass hey pump up the bass whatwhatwhat whatwhat hey get readyfeel good re re girl lax lax yeah ohohohcan you feel the magic in my hands when i touch and rub you the right way stroke applied with tenderness when i hold and rub you the right wayfeel the magic in my hands when i touch and rub you the right way stroke applied with tenderness when i hold and rub you the right wayyour every wish is my command so get undressed and  gonna rub with my magic hands give you what youre missin in a man stroke you with a soft caress applied with so much tenderness hold on tight and dont let go give you pleasure like youve never known beforefeel the magic in my hands when i touch and rub you the right way stroke applied with tenderness when i hold and rub you the right wayfeel the magic in my in my customer satisfaction baby stroke hey hey hold and rub you the right waydo you feel it do you feel it ohohohohohpump it party come on darlin come on do you do you feel it baby feel it baby feel it feel it feel it feel it feel it oh baby stroke baby ohfeel it baby feel it all over feel it honey see whatwhatever you want i got it whatever you need i got it baby got it baby whatever you want ive got it in my hands whatever you need ill fulfill your needs baby ",1
24,"she aint worth it","glenn medeiros and bobby brown",1990," you better make tracks fast on the double the girl jazz you but shes nothing but troubletake her where she wants to go and evry day you let her know shes the one whos always on your mind but she just cops an attitude and leads you off and leaves you blue cant you see shes really just a waste of time one day shell treat you nice then shell turn as cold as ice but you think your love will win her in the end think againshe aint worth it the girl aint worth it all this grief that shes been puttin you through oo she aint worth it the girl aint worth it believe me i know i know better than better than better than youshe gets you but then leaves you cold and keeps you waitin on the phone cause you know youll alway give her on more try im not the only boy in town and she loves me into the ground but tell me do you really like standing in line give her evrything you have and all it does is make you sad what she really wants to do is tell her friends she did it againshe aint worth it the girl aint worth it all this grief that shes been puttin you through oo she aint worth it the girl aint worth it believe me i know i know better than better than better than youid like to say she used to be my girl but that would be a lie cause theres no one in this whole wide world that could keep her satisfied i know cause i triedone thing i hate is when a girl plays fake and tries to make me late for another date cause i tried to make you mine for the last time so take this key as a kiss and a goodbye she aint worth it even though shes on a high tip she better get a grip and get a grip quick fast in a hurry cause i wont buckle the girls jazzy but shes nothin but trouble give her evrything you have all she does is make you sad what she really wants to do is tell her friends she did it againshe aint worth it the girl aint worth it all this grief that shes been puttin you through oo she aint worth it the girl aint worth it believe me i know i know better than better than better than youshe aint worth it the girl aint worth it all this grief that shes been puttin you through oo she aint worth it the girl aint worth it believe me i know i know better than better than better than you ",1
25,"if wishes came true","sweet sensation",1990," all alone silence fills my room but in a memory i hear you calling me close my eyes and im there with you like it was yesterday but then it fades awaytake me back turn back the hands of time when you kissed me in the warm september rain warm september rain back before my heart was filled with pain if only we could be in love that way againif wishes came true and all the dreams at night of love were real id be holding you if wishes came truethen i would be that someone always special in your heart we would still be lovers not apart if wishes came truenow youre gone and im on my own feeling lost inside since you said goodbye in my dreams i still feel your touch lying next to me feeling ecstasytake me back turn back the hands of time when you kissed me in the warm september rain warm september rain back before my heart was filled with pain if only we could be in love that way againif wishes came true and all the dreams at night of love were real id be holding you if wishes came truethen i would be that someone always special in your heart we would still be lovers not apart if wishes came truei love you madly i need you badly give our love one more chanceif wishes came true and all the dreams at night of love were real id be holding you if wishes came truethen i would be that someone always special in your heart we would still be lovers not apart if wishes came true ",1
26,"the power","snap",1990," foreign content ive got the power hey yeah heylike the crack of the whip i snap attack front to back in this thing called rap dig it like a shovel rhyme devil on a heavenly level bang the bass turn up the trebleradical mind day and night all the time seven fourteen wise divine maniac brainiac winning the game im the lyrical jesse jamesoh yeah yeah oh yeah gettin kinda heavy its getting its getting its gettin kinda heavy its getting its getting its gettin kinda heavy its getting its getting its gettin kinda heavy its getting its getting its gettin kinda heavyive got the power hes gonna break my heart hes gonna break my heart of hearts hes gonna break my heart hes gonna break my heart of hearts ive got the power oh oh ohive got the power hes gonna break my heart hes gonna break my heart of hearts hes gonna break my heart hes gonna break my heart of hearts ive got the power oh oh ohits getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hecticquality i possess some say im fresh when my voice goes through the mesh of the microphone that i am holdin copy written lyrics so they cant be stolenif they are snap dont need the police to try to save them your voice will sieze so please stay off my back or i will attack and you dont want thative got the power hes gonna break my heart hes gonna break my heart of hearts hes gonna break my heart hes gonna break my heart of hearts ive got the power oh oh ohive got the power hes gonna break my heart hes gonna break my heart of hearts hes gonna break my heart hes gonna break my heart of hearts ive got the power oh oh ohquality i possess something im fresh when my voice goes through the rest of the microphone that i am holdin copy written lyrics so they cant be stolenif they are snap dont need the police to try to save them your voice will sink so please stay off my back or i will attack and you dont want thative got the power hes gonna break my heart hes gonna break my heart of hearts hes gonna break my heart hes gonna break my heart of hearts ive got the power oh oh ohive got the power ive got the power ive got the power ive got the power ive got the power ive got the powerpower its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hecticits getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic its getting its getting its gettin kinda hectic powerive got the power ive got the power ive got the power ive got the power powerive got the power power ive got the power power ive got ive got ive got the power ive got the powerfade out ",1
27,"cant live without your love and affection","nelson",1990," here she comes just like an angel seems like forever that shes been on my mind but nothing has changed she thinks im a waste of her timethere she goes she dont know what shes missing cant she see ill never give up the fight ill do all i can till she understands my desireive been on the outside lookin in let me into your heart theres nothing on earth that should keep up apartbaby i cant live without your love and affection i cant face another night on my own id give up my pride to save me from being alone cause i cant live without your love your loveso i wait here for an answer wonder if tomorrow will be like yesterday ill keep holding on but i cant go on living this waybaby ive been on the outside lookin in bring my tears to an end i realize theres no use for me to pretend oh yeahi cant live without your love and affection i cant face another night on my own id give up my pride to save me from being alone cause i cant live without your lovefor your love id put my arms around you for your love and find the strength to tell you for your love that i cant live without youri cant live without your love and affection i cant face another night on my own id give up my pride to save me from being alonebaby i cant live without your love and affection i just cant go on this way anymore as hard as i try theres one thing that i know for sure i cant live without your lovethere she goes i cant live without your love baby there she goes i cant live without your love there she goes i cant live without your love ",1
28,"love will lead you back","taylor dayne",1990," sayin goodbye is never an easy thing but you never said that youd stay forever so if you must go well darlin ill set you free but i know in time that well be together oh i wont try to stop you now from leaving cause in my heart i knowlove will lead you back someday i just know that love will lead you back to my arms where you belongim sure sure as stars are shining one day you will find me again it wont be long one of these days our love will lead you backone of these nights well ill hear your voice again youre gonna say oh how much you miss me you walked out this door but someday youll walk back in oh darling i know oh i know this will be sometimes it takes sometime out on your own now to find your way back homelove will lead you back someday i just know that love will lead you back to my arms where you belongim sure sure as stars are shining one day you will find me again it wont be long one of these days our love will lead you backbut i wont try to stop you now from leaving cause in my heart i know oh yeahlove will lead you back someday i just know that love will lead you back to my arms where you belongim sure sure as stars are shining one day you will find me again it wont be long one of these days our love will lead you back yeah yeahlove will lead you back someday i just know that love will lead you back to my arms it wont be long one of these days our love will lead you back ",1
29,"dont wanna fall in love","jane child",1990," aint no personal thing boy but you have got to stay away far far away from my heart my heart dont you know what your kiss is doing let me tell it to you from the start boyi dont wanna fall in love love cuts just like a knife you make the knife feel good ill fight you to the end babyyouve been hanging around boy and you have started sinking in whoa baby youre way out of line now unaware how this all got started let me tell it you one more time boyi dont wanna fall in love love cuts just like a knife you make the knife feel good ill fight you to the end babyi dont wanna fall in love love cuts just like a knife you make the knife feel good ill fight you to the endi learned something about myself last night with you i knew i didnt want nobody else and youre scaring me to death now babyi dont wanna fall in love love cuts just like a knife you make the knife feel good ill fight you to the endi dont wanna fall in love love cuts just like a knife you make the knife feel good ill fight you to the endi dont wanna fall in love love cuts just like a knife you make the knife feel good baby yeah ill fight you to the endi dont want to fall in love love cuts just like a knife you make the knife feel good ill fight you to the end ",1
30,"two to make it right","seduction",1990,"it takes two it takes two me and you it takes two it takes two me and you it takes two to make a thing go right it takes two to make it out of sight it takes two to make a thing go right it takes two to make it out of sight from the start its plain to see youre suffering from a serious broken heart you know that its a shame but im here to ease your pain theres no need for you to feel so all alone and you and i could seriously be a sure enough happening thing dont you know that it takes two to make a thing go right it takes two to make it out of sight it takes two to make a thing go right it takes two to make it out of sight i can see it in your eyes you feel the same way i feel about you some call it chemistry i call it you should be with me cause i know together we can really turn this mother out in my mind there is no doubt that one and one equals me and you dont you know that it takes two to make a thing go right it takes two to make it out of sight it takes two to make a thing go right it takes two to make it out of sight it takes two to make a thing go right it takes two to make it out of sight it takes two to make a thing go right it takes two to make it out of sight i dont believe in fairy tales but i believe some things were meant to be why should we be alone when we could have each others arms to hold cause i know together we could really turn this mother out in my mind there is no doubt that one and one equals me and you and dont you know that it takes two to make a thing go right it takes two to make it out of sight it takes two to make a thing go right it takes two to make it out of sight it takes two it takes two me and you it takes two it takes two me and you it takes two it takes two me and you it takes two it takes two me and you it takes two it takes two me and you it takes two it takes two me and you it takes two it takes two me and you it takes two it takes two me and you",3
31,"sending all my love","linear",1990,"girl i close my eyes and then i start to cry for you youre the reason why i have to say goodbye to you this pain i have inside just makes me want to die for you all these lonely nights they just dont seem so right for you im sending you all my im sending all my love im sending all my love to you im sending all my love im sending all my love to you every move you make day by day i pray for you when i close my eyes tear drops starts to fall for you im sending all my love sending all my love to you this pain i have inside just makes me want to die for you im sending all my love sending all my love to you im sending all my love sending all my love to you im sending all my love sending all my love to you sending you all my im sending all my love sending all my love to you girl i close my eyes and then i start to cry for you youre the reason why i have to say goodbye to you this pain i have inside just makes me want to cry for you all these lonely nights they just dont seem so right for you im sending all my love sending all my love to you im sending all my love sending all my love to you im sending all my love sending all my love to you im sending all my love sending all my love to you im sending you all my love",3
32,"unskinny bop","poison",1990," whats got you so jumpy why cant you sit still yeah like gasoline you want to pump me and leave me when you get your fill yeah every time i touch you honey you get hot i want to make love you never stop come up for air you push me to the floor whats been going on in that head of yoursunskinny bop just blows me away unskinny bop bop all night and day unskinny bop bop bop bop she just loves to play unskinny bop nothin more to sayyou look at me so funny love bite got you acting oh so strange you got too many bees in your honey am i just another word in your page yeah yeah every time i touch you you get hot i want to make love you never stop come up for air you push me to the floor whats been going on in that head of yoursunskinny bop just blows me away unskinny bop bop all night and day unskinny bop bop bop bop she just loves to play unskinny bop nothin more to sayyoure sayin my love wont do ya that aint love written on your face well honey i can see right through ya yeah whose ridin who at the end of the racewhats right whats wrong whats left what the hell is going onunskinny bop just blows me away unskinny bop bop all night and day unskinny bop bop bop bop she just loves to play up for air pulled to the floorunskinny bop no good no good unskinny bop bop all night n day do it unskinny bop bop bop bop no good no good good no good unskinny bop oh ooh unskinny bop ",1
33,"step by step","new kids on the block",1990," step by step ooo baby gonna get to you girl step by step rockstep by step ooo baby gonna get to you girl step by step ooo baby really want you in my world step hey girl in your eyes i see your picture of me all the time step and girl when you smile you got to know that you drive me wild step by step ooo baby youre always on my mind step by step ooo girl i really think its just a matter of timestep by step ooo baby gonna get to you girl step by step ooo baby really want you in my world step hey girl cant you see ive got to have you all just for me step and girl yes its true no one else will ever do step by step ooo baby youre always on my mind step by step ooo girl i really think its just a matter of timestep by step ooo baby gonna get to you girl step by step ooo baby really want you in my world step step step step by stepstep one we can have lots of fun step two theres so much we can do step three its just you and me step four i can give you more step five dont you know that the time is right huhstep by step dont you know i need you step by step yes i do girl step by step ooo baby youre always on my mind step by step ooo girl i really think its just a matter of timestep by step step by step girl ooo baby gonna get to you to you girl step by step yeah ooo baby i want you i need you i want you in my world in my world step by step ooo to you girl step by step ooo girl really want you in my world step by step ooo baby gonna get to you girl step by step ooo baby really want you in my world ",1
34,"dangerous","roxette",1990," oh just a little bit dangerousyou pack your bag you take control youre moving into my heart and into my soul get out of my way get out of my sight i wont be walking on thin ice to get through the nighthey wheres your work whats your game i know your business but i dont know your namehold on tight you know shes a little bit dangerous shes got what it takes to make ends meet the eyes of a lover that hit like heat you know shes a little bit dangerousyou turn around so hot and dry youre hiding under a halo your mouth is alive get out of my way get out of my sight im not attracted to gogo deeper tonighthey whats your word whats your game i know your business but i dont know your namehold on tight you know shes a little bit dangerous shes got what it takes to make ends meet the eyes of a lover that hit like heat you know shes a little bit dangerous oh just a little bit dangeroushey hey hey whats your word whats your game i know your business but i dont know your namehold on tight you know shes a little bit dangerous shes got what it takes to make ends meet the eyes of a lover that hit like heat you know shes a little bit dangerousshes armed shes extremely dangerous shes got what it takes to make ends meet the eyes of a lover that hit like heat you know shes a little bit dangerous oh just a little bit dangeroussagapo hey whats your word whats your game i dont know your name hey you just a little bit dangerous i dont know your name ",1
